ID,target
train_443,1.0
train_444,0.0
train_445,0.0
train_446,0.0
train_447,1.0
train_448,0.0
train_449,0.0
train_450,1.0
train_451,0.0
train_452,0.0
train_453,1.0
train_454,0.0
train_455,1.0
train_456,0.0
train_457,0.0
train_458,1.0
train_459,1.0
train_460,1.0
train_461,1.0
train_462,1.0
train_463,0.0
train_464,1.0
train_465,0.0
train_466,1.0
train_467,1.0
train_468,1.0
train_469,0.0
train_470,1.0
train_471,0.0
train_472,0.0
train_473,1.0
train_474,0.0
train_475,1.0
train_476,0.0
train_477,0.0
train_478,0.0
train_479,0.0
train_480,0.0
train_481,1.0
train_482,0.0
train_483,0.0
train_484,0.0
train_485,0.0
train_486,0.0
train_487,1.0
train_488,1.0
train_489,0.0
train_490,1.0
train_491,1.0
train_492,0.0
train_493,0.0
train_494,0.0
train_495,1.0
train_496,0.0
train_497,0.0
train_498,0.0
train_499,0.0
train_500,0.0
train_501,0.0
train_502,0.0
train_503,0.0
train_504,0.0
train_505,0.0
train_506,1.0
train_507,0.0
train_508,0.0
train_509,0.0
train_510,1.0
train_511,1.0
train_512,0.0
train_513,0.0
train_514,0.0
train_515,0.0
train_516,1.0
train_517,0.0
train_518,1.0
train_519,0.0
train_520,0.0
train_521,0.0
train_522,1.0
train_523,0.0
train_524,0.0
train_525,0.0
train_526,0.0
train_527,1.0
train_528,0.0
train_529,0.0
train_530,1.0
train_531,0.0
train_532,0.0
train_533,1.0
train_534,0.0
train_535,0.0
train_536,0.0
train_537,0.0
train_538,0.0
train_539,1.0
train_540,0.0
train_541,1.0
train_542,1.0
train_543,0.0
train_544,0.0
train_545,0.0
train_546,1.0
train_547,0.0
train_548,1.0
train_549,0.0
train_550,1.0
train_551,0.0
train_552,1.0
train_553,1.0
train_554,0.0
train_555,0.0
train_556,0.0
train_557,1.0
train_558,0.0
train_559,1.0
train_560,0.0
train_561,0.0
train_562,0.0
train_563,0.0
train_564,0.0
train_565,1.0
train_566,1.0
train_567,1.0
train_568,0.0
train_569,1.0
train_570,1.0
train_571,1.0
train_572,0.0
train_573,0.0
train_574,0.0
train_575,0.0
train_576,0.0
train_577,0.0
train_578,1.0
train_579,0.0
train_580,0.0
train_581,0.0
train_582,1.0
train_583,1.0
train_584,1.0
train_585,0.0
train_586,1.0
train_587,0.0
train_588,0.0
train_589,0.0
train_590,0.0
train_591,0.0
train_592,0.0
train_593,0.0
train_594,1.0
train_595,1.0
train_596,1.0
train_597,0.0
train_598,1.0
train_599,0.0
train_600,0.0
train_601,0.0
train_602,0.0
train_603,1.0
train_604,0.0
train_605,0.0
train_606,1.0
train_607,0.0
train_608,0.0
train_609,0.0
train_610,0.0
train_611,0.0
train_612,1.0
train_613,1.0
train_614,0.0
train_615,1.0
train_616,1.0
train_617,1.0
train_618,1.0
train_619,0.0
train_620,0.0
train_621,1.0
train_622,0.0
train_623,1.0
train_624,0.0
train_625,0.0
train_626,0.0
train_627,1.0
train_628,1.0
train_629,0.0
train_630,1.0
train_631,0.0
train_632,0.0
train_633,1.0
train_634,0.0
train_635,0.0
train_636,0.0
train_637,0.0
train_638,0.0
train_639,1.0
train_640,0.0
train_641,1.0
train_642,1.0
train_643,1.0
train_644,0.0
train_645,0.0
train_646,0.0
train_647,0.0
train_648,0.0
train_649,0.0
train_650,1.0
train_651,0.0
train_652,0.0
train_653,1.0
train_654,0.0
train_655,1.0
train_656,1.0
train_657,0.0
train_658,1.0
train_659,0.0
train_660,1.0
train_661,1.0
train_662,1.0
train_663,0.0
train_664,1.0
train_665,1.0
train_666,0.0
train_667,1.0
train_668,0.0
train_669,0.0
train_670,0.0
train_671,1.0
train_672,0.0
train_673,0.0
train_674,0.0
train_675,1.0
train_676,1.0
train_677,0.0
train_678,0.0
train_679,0.0
train_680,1.0
train_681,0.0
train_682,0.0
train_683,1.0
train_684,1.0
train_685,0.0
train_686,1.0
train_687,0.0
train_688,0.0
train_689,0.0
train_690,1.0
train_691,1.0
train_692,0.0
train_693,0.0
train_694,0.0
train_695,1.0
train_696,1.0
train_697,1.0
train_698,0.0
train_699,0.0
train_700,0.0
train_701,1.0
train_702,0.0
train_703,1.0
train_704,1.0
train_705,0.0
train_706,0.0
train_707,1.0
train_708,0.0
train_709,0.0
train_710,0.0
train_711,0.0
train_712,0.0
train_713,1.0
train_714,1.0
train_715,0.0
train_716,1.0
train_717,0.0
train_718,1.0
train_719,0.0
train_720,0.0
train_721,0.0
train_722,0.0
train_723,0.0
train_724,1.0
train_725,1.0
train_726,0.0
train_727,0.0
train_728,0.0
train_729,0.0
train_730,1.0
train_731,0.0
train_732,0.0
train_733,0.0
train_734,1.0
train_735,1.0
train_736,1.0
train_737,1.0
train_738,0.0
train_739,0.0
train_740,0.0
train_741,1.0
train_742,0.0
train_743,0.0
train_744,0.0
train_745,0.0
train_746,0.0
train_747,0.0
train_748,0.0
train_749,0.0
train_750,0.0
train_751,1.0
train_752,1.0
train_753,0.0
train_754,0.0
train_755,1.0
train_756,1.0
train_757,0.0
train_758,1.0
train_759,0.0
train_760,0.0
train_761,1.0
train_762,0.0
train_763,1.0
train_764,0.0
train_765,0.0
train_766,0.0
train_767,1.0
train_768,0.0
train_769,0.0
train_770,0.0
train_771,1.0
train_772,1.0
train_773,0.0
train_774,1.0
train_775,0.0
train_776,1.0
train_777,1.0
train_778,0.0
train_779,1.0
train_780,1.0
train_781,0.0
train_782,0.0
train_783,0.0
train_784,1.0
train_785,1.0
train_786,1.0
train_787,0.0
train_788,0.0
train_789,0.0
train_790,1.0
train_791,0.0
train_792,1.0
train_793,0.0
train_794,1.0
train_795,0.0
train_796,0.0
train_797,1.0
train_798,1.0
train_799,0.0
train_800,1.0
train_801,0.0
train_802,1.0
train_803,0.0
train_804,1.0
train_805,0.0
train_806,1.0
train_807,0.0
train_808,0.0
train_809,0.0
train_810,0.0
train_811,1.0
train_812,0.0
train_813,0.0
train_814,1.0
train_815,0.0
train_816,0.0
train_817,0.0
train_818,0.0
train_819,1.0
train_820,0.0
train_821,0.0
train_822,0.0
train_823,0.0
train_824,0.0
train_825,0.0
train_826,0.0
train_827,0.0
train_828,0.0
train_829,0.0
train_830,0.0
train_831,1.0
train_832,0.0
train_833,1.0
train_834,0.0
train_835,1.0
train_836,0.0
train_837,0.0
train_838,0.0
train_839,0.0
train_840,0.0
train_841,1.0
train_842,0.0
train_843,1.0
train_844,0.0
train_845,1.0
train_846,1.0
train_847,0.0
train_848,0.0
train_849,0.0
train_850,0.0
train_851,0.0
train_852,1.0
train_853,0.0
train_854,1.0
train_855,1.0
train_856,0.0
train_857,1.0
train_858,0.0
train_859,1.0
train_860,0.0
train_861,0.0
train_862,1.0
train_863,0.0
train_864,1.0
train_865,1.0
train_866,0.0
train_867,0.0
train_868,0.0
train_869,0.0
train_870,0.0
train_871,1.0
train_872,1.0
train_873,1.0
train_874,0.0
train_875,0.0
train_876,0.0
train_877,0.0
train_878,0.0
train_879,0.0
train_880,0.0
train_881,0.0
train_882,0.0
train_883,0.0
train_884,0.0
train_885,0.0
train_886,0.0
train_887,0.0
train_888,0.0
train_889,1.0
train_890,1.0
train_891,0.0
train_892,0.0
train_893,0.0
train_894,0.0
train_895,0.0
train_896,1.0
train_897,1.0
train_898,1.0
train_899,1.0
train_900,1.0
train_901,0.0
train_902,0.0
train_903,0.0
train_904,0.0
train_905,0.0
train_906,0.0
train_907,0.0
train_908,0.0
train_909,0.0
train_910,0.0
train_911,1.0
train_912,1.0
train_913,1.0
train_914,0.0
train_915,0.0
train_916,1.0
train_917,0.0
train_918,0.0
train_919,0.0
train_920,1.0
train_921,1.0
train_922,0.0
train_923,0.0
train_924,1.0
train_925,1.0
train_926,0.0
train_927,1.0
train_928,1.0
train_929,0.0
train_930,0.0
train_931,1.0
train_932,1.0
train_933,0.0
train_934,1.0
train_935,1.0
train_936,1.0
train_937,1.0
train_938,0.0
train_939,0.0
train_940,0.0
train_941,1.0
train_942,0.0
train_943,0.0
train_944,0.0
train_945,0.0
train_946,0.0
train_947,0.0
train_948,0.0
train_949,1.0
train_950,0.0
train_951,1.0
train_952,1.0
train_953,0.0
train_954,0.0
train_955,0.0
train_956,1.0
train_957,1.0
train_958,0.0
train_959,1.0
train_960,1.0
train_961,1.0
train_962,0.0
train_963,1.0
train_964,0.0
train_965,1.0
train_966,0.0
train_967,0.0
train_968,0.0
train_969,1.0
train_970,0.0
train_971,1.0
train_972,0.0
train_973,0.0
train_974,0.0
train_975,0.0
train_976,0.0
train_977,0.0
train_978,0.0
train_979,0.0
train_980,0.0
train_981,0.0
train_982,0.0
train_983,0.0
train_984,0.0
train_985,1.0
train_986,0.0
train_987,0.0
train_988,0.0
train_989,0.0
train_990,0.0
train_991,1.0
train_992,0.0
train_993,0.0
train_994,1.0
train_995,0.0
train_996,1.0
train_997,1.0
train_998,0.0
train_999,0.0
train_1000,0.0
train_1001,0.0
train_1002,1.0
train_1003,0.0
train_1004,0.0
train_1005,1.0
train_1006,0.0
train_1007,0.0
train_1008,1.0
train_1009,0.0
train_1010,1.0
train_1011,0.0
train_1012,1.0
train_1013,0.0
train_1014,1.0
train_1015,1.0
train_1016,1.0
train_1017,1.0
train_1018,1.0
train_1019,0.0
train_1020,0.0
train_1021,1.0
train_1022,0.0
train_1023,1.0
train_1024,1.0
train_1025,1.0
train_1026,1.0
train_1027,0.0
train_1028,1.0
train_1029,1.0
train_1030,1.0
train_1031,0.0
train_1032,0.0
train_1033,0.0
train_1034,1.0
train_1035,0.0
train_1036,0.0
train_1037,0.0
train_1038,0.0
train_1039,0.0
train_1040,0.0
train_1041,1.0
train_1042,1.0
train_1043,0.0
train_1044,0.0
train_1045,1.0
train_1046,0.0
train_1047,0.0
train_1048,0.0
train_1049,0.0
train_1050,1.0
train_1051,1.0
train_1052,0.0
train_1053,0.0
train_1054,0.0
train_1055,0.0
train_1056,1.0
train_1057,1.0
train_1058,0.0
train_1059,1.0
train_1060,0.0
train_1061,0.0
train_1062,1.0
train_1063,1.0
train_1064,0.0
train_1065,0.0
train_1066,1.0
train_1067,0.0
train_1068,0.0
train_1069,0.0
train_1070,0.0
train_1071,0.0
train_1072,0.0
train_1073,0.0
train_1074,0.0
train_1075,1.0
train_1076,0.0
train_1077,1.0
train_1078,0.0
train_1079,0.0
train_1080,0.0
train_1081,0.0
train_1082,0.0
train_1083,0.0
train_1084,1.0
train_1085,1.0
train_1086,0.0
train_1087,0.0
train_1088,1.0
train_1089,0.0
train_1090,0.0
train_1091,1.0
train_1092,0.0
train_1093,0.0
train_1094,0.0
train_1095,1.0
train_1096,0.0
train_1097,0.0
train_1098,0.0
train_1099,0.0
train_1100,0.0
train_1101,1.0
train_1102,1.0
train_1103,0.0
train_1104,0.0
train_1105,1.0
train_1106,0.0
train_1107,1.0
train_1108,1.0
train_1109,1.0
train_1110,0.0
train_1111,1.0
train_1112,1.0
train_1113,1.0
train_1114,1.0
train_1115,1.0
train_1116,0.0
train_1117,1.0
train_1118,0.0
train_1119,1.0
train_1120,1.0
train_1121,0.0
train_1122,0.0
train_1123,1.0
train_1124,1.0
train_1125,1.0
train_1126,1.0
train_1127,1.0
train_1128,0.0
train_1129,0.0
train_1130,0.0
train_1131,0.0
train_1132,0.0
train_1133,0.0
train_1134,1.0
train_1135,0.0
train_1136,1.0
train_1137,0.0
train_1138,0.0
train_1139,1.0
train_1140,1.0
train_1141,1.0
train_1142,0.0
train_1143,0.0
train_1144,1.0
train_1145,1.0
train_1146,0.0
train_1147,1.0
train_1148,0.0
train_1149,0.0
train_1150,1.0
train_1151,1.0
train_1152,1.0
train_1153,0.0
train_1154,0.0
train_1155,0.0
train_1156,1.0
train_1157,0.0
train_1158,1.0
train_1159,0.0
train_1160,1.0
train_1161,0.0
train_1162,0.0
train_1163,0.0
train_1164,1.0
train_1165,1.0
train_1166,0.0
train_1167,1.0
train_1168,1.0
train_1169,0.0
train_1170,1.0
train_1171,0.0
train_1172,1.0
train_1173,1.0
train_1174,0.0
train_1175,0.0
train_1176,1.0
train_1177,0.0
train_1178,1.0
train_1179,1.0
train_1180,0.0
train_1181,0.0
train_1182,1.0
train_1183,0.0
train_1184,0.0
train_1185,1.0
train_1186,0.0
train_1187,0.0
train_1188,0.0
train_1189,1.0
train_1190,1.0
train_1191,0.0
train_1192,0.0
train_1193,0.0
train_1194,1.0
train_1195,1.0
train_1196,1.0
train_1197,1.0
train_1198,1.0
train_1199,0.0
train_1200,0.0
train_1201,0.0
train_1202,1.0
train_1203,1.0
train_1204,0.0
train_1205,0.0
train_1206,1.0
train_1207,0.0
train_1208,0.0
train_1209,0.0
train_1210,0.0
train_1211,1.0
train_1212,0.0
train_1213,0.0
train_1214,1.0
train_1215,0.0
train_1216,0.0
train_1217,0.0
train_1218,0.0
train_1219,0.0
train_1220,1.0
train_1221,0.0
train_1222,1.0
train_1223,0.0
train_1224,0.0
train_1225,1.0
train_1226,1.0
train_1227,1.0
train_1228,1.0
train_1229,0.0
train_1230,1.0
train_1231,1.0
train_1232,1.0
train_1233,1.0
train_1234,0.0
train_1235,0.0
train_1236,0.0
train_1237,1.0
train_1238,0.0
train_1239,0.0
train_1240,1.0
train_1241,0.0
train_1242,0.0
train_1243,0.0
train_1244,1.0
train_1245,0.0
train_1246,1.0
train_1247,0.0
train_1248,0.0
train_1249,1.0
train_1250,0.0
train_1251,0.0
train_1252,1.0
train_1253,0.0
train_1254,1.0
train_1255,0.0
train_1256,1.0
train_1257,0.0
train_1258,1.0
train_1259,0.0
train_1260,1.0
train_1261,0.0
train_1262,0.0
train_1263,0.0
train_1264,0.0
train_1265,0.0
train_1266,0.0
train_1267,1.0
train_1268,1.0
train_1269,1.0
train_1270,1.0
train_1271,0.0
train_1272,0.0
train_1273,0.0
train_1274,0.0
train_1275,1.0
train_1276,0.0
train_1277,0.0
train_1278,0.0
train_1279,0.0
train_1280,1.0
train_1281,1.0
train_1282,0.0
train_1283,1.0
train_1284,0.0
train_1285,0.0
train_1286,1.0
train_1287,1.0
train_1288,1.0
train_1289,0.0
train_1290,0.0
train_1291,1.0
train_1292,0.0
train_1293,1.0
train_1294,0.0
train_1295,1.0
train_1296,0.0
train_1297,0.0
train_1298,0.0
train_1299,0.0
train_1300,0.0
train_1301,1.0
train_1302,0.0
train_1303,0.0
train_1304,0.0
train_1305,0.0
train_1306,1.0
train_1307,1.0
train_1308,0.0
train_1309,0.0
train_1310,0.0
train_1311,0.0
train_1312,0.0
train_1313,1.0
train_1314,0.0
train_1315,0.0
train_1316,1.0
train_1317,0.0
train_1318,1.0
train_1319,1.0
train_1320,1.0
train_1321,1.0
train_1322,1.0
train_1323,1.0
train_1324,0.0
train_1325,0.0
train_1326,1.0
train_1327,0.0
train_1328,1.0
train_1329,0.0
train_1330,1.0
train_1331,1.0
train_1332,1.0
train_1333,0.0
train_1334,0.0
train_1335,1.0
train_1336,0.0
train_1337,0.0
train_1338,0.0
train_1339,0.0
train_1340,1.0
train_1341,0.0
train_1342,1.0
train_1343,0.0
train_1344,0.0
train_1345,0.0
train_1346,1.0
train_1347,1.0
train_1348,0.0
train_1349,1.0
train_1350,0.0
train_1351,0.0
train_1352,0.0
train_1353,0.0
train_1354,0.0
train_1355,1.0
train_1356,0.0
train_1357,1.0
train_1358,1.0
train_1359,0.0
train_1360,0.0
train_1361,0.0
train_1362,1.0
train_1363,1.0
train_1364,1.0
train_1365,0.0
train_1366,0.0
train_1367,1.0
train_1368,0.0
train_1369,0.0
train_1370,1.0
train_1371,0.0
train_1372,0.0
train_1373,0.0
train_1374,0.0
train_1375,0.0
train_1376,0.0
train_1377,1.0
train_1378,1.0
train_1379,0.0
train_1380,0.0
train_1381,1.0
train_1382,0.0
train_1383,0.0
train_1384,0.0
train_1385,1.0
train_1386,0.0
train_1387,1.0
train_1388,1.0
train_1389,1.0
train_1390,0.0
train_1391,1.0
train_1392,1.0
train_1393,0.0
train_1394,0.0
train_1395,1.0
train_1396,1.0
train_1397,0.0
train_1398,1.0
train_1399,1.0
train_1400,0.0
train_1401,0.0
train_1402,1.0
train_1403,1.0
train_1404,1.0
train_1405,1.0
train_1406,1.0
train_1407,0.0
train_1408,1.0
train_1409,0.0
train_1410,1.0
train_1411,1.0
train_1412,0.0
train_1413,1.0
train_1414,1.0
train_1415,0.0
train_1416,0.0
train_1417,0.0
train_1418,0.0
train_1419,0.0
train_1420,1.0
train_1421,0.0
train_1422,0.0
train_1423,0.0
train_1424,1.0
train_1425,0.0
train_1426,0.0
train_1427,0.0
train_1428,0.0
train_1429,0.0
train_1430,1.0
train_1431,0.0
train_1432,0.0
train_1433,0.0
train_1434,1.0
train_1435,0.0
train_1436,1.0
train_1437,1.0
train_1438,1.0
train_1439,1.0
train_1440,0.0
train_1441,0.0
train_1442,0.0
train_1443,1.0
train_1444,1.0
train_1445,0.0
train_1446,0.0
train_1447,0.0
train_1448,0.0
train_1449,1.0
train_1450,1.0
train_1451,1.0
train_1452,1.0
train_1453,1.0
train_1454,0.0
train_1455,1.0
train_1456,1.0
train_1457,0.0
train_1458,0.0
train_1459,0.0
train_1460,0.0
train_1461,1.0
train_1462,0.0
train_1463,0.0
train_1464,1.0
train_1465,0.0
train_1466,1.0
train_1467,0.0
train_1468,0.0
train_1469,0.0
train_1470,1.0
train_1471,1.0
train_1472,1.0
train_1473,0.0
train_1474,0.0
train_1475,0.0
train_1476,0.0
train_1477,0.0
train_1478,1.0
train_1479,0.0
train_1480,0.0
train_1481,0.0
train_1482,0.0
train_1483,1.0
train_1484,0.0
train_1485,1.0
train_1486,0.0
train_1487,1.0
train_1488,0.0
train_1489,1.0
train_1490,0.0
train_1491,1.0
train_1492,0.0
train_1493,0.0
train_1494,1.0
train_1495,0.0
train_1496,1.0
train_1497,0.0
train_1498,0.0
train_1499,1.0
train_1500,0.0
train_1501,1.0
train_1502,1.0
train_1503,0.0
train_1504,0.0
train_1505,1.0
train_1506,1.0
train_1507,0.0
train_1508,1.0
train_1509,0.0
train_1510,0.0
train_1511,0.0
train_1512,0.0
train_1513,0.0
train_1514,1.0
train_1515,0.0
train_1516,1.0
train_1517,1.0
train_1518,0.0
train_1519,0.0
train_1520,0.0
train_1521,0.0
train_1522,1.0
train_1523,1.0
train_1524,1.0
train_1525,1.0
train_1526,0.0
train_1527,0.0
train_1528,0.0
train_1529,1.0
train_1530,0.0
train_1531,1.0
train_1532,1.0
train_1533,0.0
train_1534,0.0
train_1535,1.0
train_1536,0.0
train_1537,1.0
train_1538,1.0
train_1539,1.0
train_1540,1.0
train_1541,0.0
train_1542,0.0
train_1543,0.0
train_1544,1.0
train_1545,0.0
train_1546,1.0
train_1547,0.0
train_1548,1.0
train_1549,0.0
train_1550,0.0
train_1551,0.0
train_1552,0.0
train_1553,0.0
train_1554,1.0
train_1555,0.0
train_1556,1.0
train_1557,0.0
train_1558,1.0
train_1559,1.0
train_1560,0.0
train_1561,0.0
train_1562,1.0
train_1563,0.0
train_1564,0.0
train_1565,0.0
train_1566,0.0
train_1567,0.0
train_1568,0.0
train_1569,0.0
train_1570,0.0
train_1571,1.0
train_1572,0.0
train_1573,0.0
train_1574,0.0
train_1575,0.0
train_1576,1.0
train_1577,0.0
train_1578,1.0
train_1579,1.0
train_1580,1.0
train_1581,0.0
train_1582,0.0
train_1583,1.0
train_1584,0.0
train_1585,0.0
train_1586,1.0
train_1587,0.0
train_1588,1.0
train_1589,0.0
train_1590,1.0
train_1591,1.0
train_1592,0.0
train_1593,0.0
train_1594,1.0
train_1595,1.0
train_1596,0.0
train_1597,0.0
train_1598,0.0
train_1599,1.0
train_1600,0.0
train_1601,0.0
train_1602,0.0
train_1603,0.0
train_1604,0.0
train_1605,1.0
train_1606,0.0
train_1607,1.0
train_1608,0.0
train_1609,1.0
train_1610,0.0
train_1611,1.0
train_1612,0.0
train_1613,0.0
train_1614,1.0
train_1615,0.0
train_1616,1.0
train_1617,0.0
train_1618,1.0
train_1619,1.0
train_1620,0.0
train_1621,0.0
train_1622,0.0
train_1623,1.0
train_1624,0.0
train_1625,0.0
train_1626,1.0
train_1627,0.0
train_1628,0.0
train_1629,0.0
train_1630,0.0
train_1631,0.0
train_1632,0.0
train_1633,0.0
train_1634,0.0
train_1635,1.0
train_1636,1.0
train_1637,1.0
train_1638,1.0
train_1639,1.0
train_1640,0.0
train_1641,0.0
train_1642,1.0
train_1643,1.0
train_1644,1.0
train_1645,1.0
train_1646,1.0
train_1647,0.0
train_1648,1.0
train_1649,0.0
train_1650,0.0
train_1651,0.0
train_1652,0.0
train_1653,1.0
train_1654,1.0
train_1655,1.0
train_1656,1.0
train_1657,1.0
train_1658,1.0
train_1659,0.0
train_1660,1.0
train_1661,0.0
train_1662,0.0
train_1663,1.0
train_1664,0.0
